vmname,ipaddress
SQA-WIN10,10.140.106.11
SQA-Win10-02,10.140.106.39
SQA-Win10-32,10.140.106.44
SQA-Win11-01,10.140.106.42
sqatestappvm01,10.140.106.37
sqatestappvm02,10.140.100.206
SQAWIN10-32Bit,10.140.106.5
SQL2019-ImageVM02-ardey-test,10.140.100.166
SQLDBSouhardhya-domain,10.140.98.184
SQLDBSouhardhya-nondomain,10.140.98.142
SQLEXPSVR19-ChandraDB,10.140.98.175
srana-mve-vm-01,10.140.98.62
srana-mve-vm-02,10.140.98.59
srana-mve-vm-03,10.140.98.60
SSAMANTA-STLDC-DomainController,10.140.100.51
SSAMANTA-win2k12-ADFS,10.140.100.45
SSAMANTA-Win2k16-ADFS,10.140.100.37
SSAMANTA-Win2k16-PPR105-FST,10.140.100.49
SSAMANTA-Win2k19-ADFS,10.140.100.46
SSAMANTA-win2k19-PPR-10-3-Release-DontDelete,10.140.100.192
SSAMANTA-WIn2k19-PPR104-ADFS-Testing,10.140.100.50
ssamantahttps2k22,10.140.100.92
Staples-EU,10.140.32.47
STL-CFM-WIN10x86-VM4,10.140.50.13
STL-LDAP-389,10.140.98.146
STL-LDAP-636,10.140.98.161
STL-WIN2019-IIS-15JUL21,10.140.100.72
stlcldpaciam1,10.140.52.69
stlcldpcfmvm1,10.140.52.75
stlcldpcfmvm2,10.140.52.77
stlcldpcfmvm3,10.140.52.79
stlcldpcfmvm4,10.140.52.84
stlcldpcfmvm5,10.140.52.88
stlcldpfalvm1,10.140.52.70
stlcldpfalvm2,10.140.52.71
stlcldpfalvm3,10.140.52.80
stlcldpfalvm4,10.140.52.81
stlcldpgdbvm1,10.140.52.72
stlcldpgrprvm1,10.140.52.82
stlcldplpmsvm1,10.140.52.86
stlcldplpmsvm2,10.140.52.87
stlcldplpmsvm3,10.140.52.91
stlcldplpmsvm4,10.140.52.92
stlcldplpmsvm5,10.140.52.93
stlcldpmagpie1,10.140.52.73
stlcldpmagpie2,10.140.52.74
stlcldprelvm1,10.140.52.90
stlcldprelvm2,10.140.52.89
stlcldprelvm3,10.140.52.85
stlcldprelvm4,10.140.52.83
stlcldprelvm5,10.140.52.78
stlcldprelvm6,10.140.52.76
stlmvewinadfs1,10.140.98.181
STLPFLPMCHRMSBT,10.140.97.30
STLPFLPMCHRRLS,10.140.97.37
STLPFLPMEMLSBT,10.140.97.31
STLPFLPMFLSVR,10.140.97.38
STLPFLPMLBDB,10.140.97.36
STLPFLPMMBLRLS,10.140.97.32
STLPFLPMMBLSBT,10.140.97.33
STLPFLPMPRNTSBT,10.140.97.18
STLPFLPMPRTRLS,10.140.97.34
STLPFLPMRLSEML,10.140.97.35
STLPFLPMSQL16,10.140.97.39
STLPFLSTLPMAPP1,10.140.97.21
STLPFU22-AVM1,10.140.97.71
STLPFU22-AVM2,10.140.97.69
STLPFU22-AVM3,10.140.97.72
STLPFU22-AVM4,10.140.97.73
STLPFU22-AVM5,10.140.97.70
STLPFU22-AVM6,10.140.97.75
STLPFU22-AVM7,10.140.97.74
STLPFW12-AVM1,10.140.97.78
STLPFW12-AVM10,10.140.97.83
STLPFW12-AVM11,10.140.97.77
STLPFW12-AVM12,10.140.97.80
STLPFW12-AVM2,10.140.97.52
STLPFW12-AVM3,10.140.97.76
STLPFW12-AVM4,10.140.97.79
STLPFW12-AVM5,10.140.97.84
STLPFW12-AVM6,10.140.97.85
STLPFW12-AVM7,10.140.97.81
STLPFW12-AVM8,10.140.97.82
STLPFW12-AVM9,10.140.97.86
STLPFW16-AVM1,10.140.97.53
STLPFW16-AVM10,10.140.97.60
STLPFW16-AVM11,10.140.97.57
STLPFW16-AVM12,10.140.97.62
STLPFW16-AVM13,10.140.97.56
STLPFW16-AVM14,10.140.97.68
STLPFW16-AVM15,10.140.97.58
STLPFW16-AVM16,10.140.97.55
STLSECU22-AVM1,10.140.104.171
STLSECU22-AVM2,10.140.104.175
STLSECW-2019-avidas,10.140.104.187
STLSECW10-AVM1,10.140.104.165
STLSECW10-AVM2,10.140.104.169
STLSECW10-AVM3,10.140.104.173
STLSECW16-AVM1,10.140.104.174
STLSECW16-AVM2,10.140.104.166
STLSECW16-AVM3,10.140.104.170
SUBCAS19-CEP,10.140.98.179
SUBCAS19-CES,10.140.98.177
SUBCAS19-ENP,10.140.98.176
subhbanerjee-test-fb,10.140.98.126
SUDIPTA2k19,10.140.96.25
Suman2k16,10.140.100.190
SumanLPM561,10.140.96.55
SumanWin2k16PE,10.140.100.52
SUMLPMLDD10123,10.140.96.33
SUMLPMLDD28323,10.140.96.52
SUMLPMLDDSDK170123,10.140.96.34
suvendurEact,10.140.96.28
SVARMA-LIVE,10.140.31.18
swgitlab,10.140.13.63
swrelease,10.143.48.4
SWRIGHTFAXSVR,10.140.65.17
swserver2008-06,10.140.65.15
swserver2008-06,10.140.105.14
swserver2008-07,10.140.65.22
swserver2008-08,10.140.65.14
swserver2016-06,10.140.65.18
swserver2016-08,10.140.65.10
swserver2016-09,10.140.65.11
swserver2k16-05,10.140.65.13
Syadav-Ubuntu-20-Tuned,10.140.102.74
SYADAV-WIN10-4D,10.140.102.5
TC-L-Win10x64-Edge1,10.140.36.45
TC-L-Win8x86-1,10.140.36.46
tcdev,10.140.52.132
tcdev,10.140.46.133
tcdevoci,10.152.13.4
TCEBUTCMWEB01,10.140.108.74
TCEBUTESTDOC02,10.140.108.57
tcfmspappvm1,10.143.28.136
tcfmspappvm2,10.143.28.137
tcfmsqappvm1,10.140.52.145
tcfmsqappvm2,10.140.52.146
tcirhipappvm1,10.143.28.138
tcjazzpappvm1,10.143.28.139
tcldibspappvm1,10.143.28.141
tcldibspappvm2,10.143.28.142
tcwljkpappvm1,10.143.28.140
techdocs,10.140.13.65
tempdc,10.140.36.33
tempdc,10.140.14.158
Template-Mgayen-S2k12x64-SQLSrv2K12-IISchgPreReq0727,10.140.100.64
TemplateVMtest,10.140.100.67
tempwin19,10.140.14.161
tempwin19-0-DomainController,10.140.36.32
tempwin19-2,10.140.14.215
tempwin19-6,10.140.14.231
tempwin19dc,10.140.14.200
tengu-na-ds-lexmark-com,10.140.46.4
TEST-21CXE,10.140.30.30
TEST-LDCM-21CXE,10.140.30.29
testcenter,10.140.31.4
Tested-ok-KaliLinux-temp,10.140.104.180
testesfvista64,10.140.53.19
testjenkins,10.140.13.5
testlinuxvvm,10.140.105.6
testmachine,10.140.53.17
TestStorage1,10.140.31.21
TestUditVM,10.140.30.18
TESTVM,10.140.104.10
TestVM,10.140.15.4
TestVM,10.152.18.5
TestVM,10.140.98.4
testvmardeyimg-01,10.140.30.26
testvmarijit1,10.140.104.52
testvmfrom2k22img,10.140.104.51
testvmpceb,10.140.107.68
testWinVM,10.140.105.5
TFSPRODSQLDB01,10.140.13.34
TINDDOPENXPKIWEB01,10.140.98.221
TINDDOPENXPKIWEB02,10.140.98.170
TIS-BISCOM-2K16,10.140.32.91
tis-blueprint53,10.140.32.79
TIS-CA,10.140.32.57
TIS-DC1,10.140.32.128
TIS-DC2,10.140.32.129
TIS-KTT-2,10.140.32.80
TIS-KTT-5,10.140.32.88
TIS-TDATA-2K16,10.140.32.76
tisinfo,10.140.32.130
tlexwdcoscrpt001,10.140.31.22
TMPLWin10x86,10.140.36.55
Traditional-DirectPrint-Win10x64,10.140.102.130
Turtle,10.140.66.10
ubuntu,10.140.14.156
Ubuntu-20-lpmcadmin-Template,10.140.104.168
Ubuntu-Aman-20,10.140.102.105
ubuntu-backup112614,10.140.36.11
Ubuntu-Proxy-Tuned,10.140.102.43
Ubuntu-server-spartan117-10-199-46-109,10.140.36.19
Ubuntu-smb,10.140.36.14
Ubuntu-SMB,10.140.14.159
ubuntu-smtp,10.140.108.85
Ubuntu-spartan117,10.140.14.157
Ubuntu-STL-Tuned,10.140.102.34
UBUNTU12043-001,10.140.108.30
UBUNTU12043-002,10.140.108.45
UBUNTU12043001,10.140.108.105
Ubuntu18,10.140.102.33
Ubuntu18-Chandra,10.140.98.58
Ubuntu18-lpmcadmin-Tuned,10.140.102.76
ubuntu18042,10.140.36.39
UBUNTU18045-001,10.140.108.100
UBUNTU18045-002,10.140.108.71
ubuntu1804temp,10.140.36.44
Ubuntu20,10.140.102.42
Ubuntu20-lpmcadmin-Tuned,10.140.102.37
ubuntu20-template-indiadev-lexmarkcom,10.140.98.106
Ubuntu20-Tuned,10.140.102.80
Ubuntu20-wpad,10.140.102.72
UBUNTU22G-SID,10.140.102.16
UBUNTUSRV01,10.140.108.10
UBUNTUSRV02,10.140.108.11
UBUNTUSRV03,10.140.108.19
Ubuntux64,10.140.102.35
Ubuntux64-20-Tuned,10.140.102.78
Ubuntux64-LPMTEST,10.140.102.40
UbuntuX64-Shared,10.140.102.45
Ubuntux64-Tuned,10.140.102.79
Uniprint90S2012,10.140.32.111
UPA-MPSEI-DEV-EU-FA,10.140.104.134
upasana-automation-3,10.140.96.20
UPASANA2k19,10.140.96.69
uslexaelgen,10.152.14.15
uslexelram,10.152.14.17
uslexlinux,10.152.14.36
uslexmgdev,10.152.14.6
uslexmgdev2,10.152.14.10
uslexpa13,10.152.14.5
uslexpacward2,10.152.14.34
uslexpadb,10.152.14.35
uslexpahyperldev,10.152.14.29
uslexpajhallJS2,10.152.14.33
uslexpamariadb,10.152.14.16
uslexpamg,10.152.14.11
uslexparattsr,10.152.14.9
uslexpasamsql,10.152.14.22
uslexpasftp,10.152.14.7
uslexpasnyder,10.152.14.12
uslexpaward,10.152.14.30
uslexrshahdev4,10.152.14.8
uslexsqa2,10.152.14.25
uslexsqa23,10.152.14.26
UZZAL-W12-R2,10.140.98.154
vasontvm-2019,10.140.36.25
VasontVM-UP01,10.140.36.29
VasontVM-UP02,10.140.36.27
VasontVM-UP03,10.140.36.22
vbl-ubuntu-22g-baseimage,10.140.15.79
VBL10,10.140.15.76
VBL4,10.140.15.77
vblprodappvm01,10.140.15.69
vblprodappvm02,10.140.15.70
vblprodappvm03,10.140.15.71
vblprodappvm04,10.140.15.72
vblprodappvm05,10.140.15.73
vblprodappvm06,10.140.15.74
vblprodappvm07,10.140.15.75
vignere,10.140.14.171
vm-db3,10.140.66.8
VM-Supervalu,10.140.32.114
vmdevtestuse2zorwick1,10.140.32.138
VSC4-WIN7,10.140.36.47
W2K12-Souhardhya,10.140.98.193
W2K12-Subhbanerjee,10.140.98.215
W2K12R2Auth-chandra,10.140.98.173
W2K19-Souhardhya,10.140.98.201
W2K22-Souhardhya,10.140.98.194
WAuthASAdmUsr,10.140.98.148
WauthSQLDBAdm,10.140.98.158
webjenkins,10.140.13.21
Win-10-Fresh-Temp-1,10.140.104.177
WIN-2012-R2,10.140.31.11
win-compilers,10.140.52.147
win10,10.140.36.5
win10,10.140.14.163
win10-1,10.140.14.229
Win10-20H2-Cloud-Automation-Rit,10.140.102.68
Win10-20H2-Cloud-MUP-Rit,10.140.102.67
win10-3,10.140.14.201
win10-3a,10.140.14.197
win10-4,10.140.14.199
win10-5,10.140.14.213
win10-cachain,10.140.14.172
Win10-Lesley,10.140.53.21
win10b,10.140.14.210
win10domain,10.140.14.212
win10ldap,10.140.14.220
Win10x32-Aman,10.140.102.107
Win10x64,10.140.102.55
Win10x64-Client,10.140.98.57
Win10x64-Debapriyo,10.140.102.104
Win10x64-SDAS,10.140.102.44
Win10x64Aman,10.140.102.103
Win10x64AT,10.140.102.52
Win10x64MUP,10.140.102.65
Win10x64Proxy,10.140.102.19
Win11,10.140.102.50
Win11-Cloud-CIAM-MUP-Rit,10.140.102.131
Win11-Rajib-Dev,10.140.15.101
Win11-Template,10.140.98.63
Win11-Tmp-Souhardhya,10.140.98.216
WIN11DMA01,10.140.105.19
Win11TemplateMVE,10.140.98.118
win12smb,10.140.14.198
win16dc,10.140.14.204
Win16MC71912LT,10.140.99.15
win16rootdc,10.140.14.164
win16rootdc-multisubdomain-ftlesx-rds-lexmark-com,10.140.36.21
win16rootdc1,10.140.14.216
win16smb,10.140.14.202
win16sub1adc2,10.140.14.221
win16sub1dc,10.140.14.203
Win19-test-dc,10.140.14.208
win19dc,10.140.14.205
Win19PS71912LT,10.140.99.11
win19temp,10.140.14.218
win19tmpfwsctst,10.140.36.37
Win2003R2x64-Template,10.140.53.22
win2012ca,10.140.14.206
WIN2012FS,10.140.14.162
WIN2012FS-2012domain-ftlesx-rds-lexmark-com-MVE,10.140.36.17
win2012r,10.140.14.207
win2012r-ca-withautoenroll,10.140.36.34
win2012r-ca-withautoenroll,10.140.14.165
Win2012R2AD,10.140.99.16
Win2012R2Client,10.140.99.17
Win2012R2CTLS,10.140.99.18
Win2012R2StandardTemplate,10.140.15.105
Win2012Server-Temp-2,10.140.104.183
win2016,10.140.36.18
win2016,10.140.105.8
win2016,10.140.14.167
win2016-2,10.140.14.135
win2016-fwsctst,10.140.36.38
Win2016-Proxy,10.140.104.12
WIN2016-SE-64-11-18-2019,10.140.36.53
WIN2016-SE-64-11-18-2019-NEW,10.140.36.54
WIN2016-SE-64-11-18-2019-NEW,10.140.31.14
Win2016-SecurityTest,10.140.104.22
Win2016ADDS,10.140.99.19
Win2016Core1,10.140.99.20
Win2016IPP,10.140.99.21
Win2016OffTS,10.140.99.22
Win2016PreReqTemplate,10.140.15.109
Win2016StandardTemplate,10.140.15.102
Win2016TSLSa,10.140.99.23
Win2016XA715LT,10.140.36.57
Win2016XA715LT1,10.140.36.58
win2019,10.140.14.211
Win2019AZQA01,10.140.84.52
Win2019Core1,10.140.99.24
WIN2019CTXVALS1,10.140.99.53
Win2019IPP,10.140.99.25
Win2019STD,10.140.99.26
win2k12r,10.140.14.214
Win764Bit,10.140.53.20
Win764Bit-2,10.140.53.16
WinAuth-App,10.140.98.183
WinAuth-DB,10.140.98.180
winserver16-1,10.140.14.230
WinServer2012,10.140.53.15
WinServer2012AD,10.140.53.13
winserver2019,10.140.14.168
Winserver2019-ftlesx-rds-lexmark-com,10.140.36.35
WinVistaHomeBasic32Bit,10.140.53.18
WinVistaUltimate32Bit,10.140.53.10
WinVistaUltimate64Bit,10.140.53.23
Wm-Win10-20H2Ru,10.140.99.49
wsus,10.140.14.174
xdapps-dev,10.140.33.6
XPEAPPWIN2201,10.140.52.138
